"STATISTIC","Statistic Label","TLIST(A1)","Graduation Year","C04477V05260","Field of Study","C03919V04671","Gender","C04300V05079","HSE Health Regions","UNIT","VALUE"
"HGO22C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","20","HSE Dublin and Midlands","Number","171"
"HGO22C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","10","HSE Dublin and North East","Number","126"
"HGO22C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","30","HSE Dublin and South East","Number","135"
"HGO22C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","50","HSE Midwest","Number","78"
"HGO22C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","60","HSE West and North West","Number","99"
"HGO22C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","40","HSE South West","Number","63"
"HGO22C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","-","All HSE Regions","Number","69"
"HGO22C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","20","HSE Dublin and Midlands","Number","12"
"HGO22C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","10","HSE Dublin and North East","Number","18"
"HGO22C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","30","HSE Dublin and South East","Number","15"
"HGO22C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","50","HSE Midwest","Number","6"
"HGO22C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","60","HSE West and North West","Number","9"
"HGO22C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","40","HSE South West","Number","12"
"HGO22C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","-","All HSE Regions","Number","729"
"HGO22C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","20","HSE Dublin and Midlands","Number","147"
"HGO22C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","10","HSE Dublin and North East","Number","171"
"HGO22C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","30","HSE Dublin and South East","Number","123"
"HGO22C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","50","HSE Midwest","Number","63"
"HGO22C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","60","HSE West and North West","Number","117"
"HGO22C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","40","HSE South West","Number","111"
"HGO22C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","-","All HSE Regions","Number","798"
"HGO22C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","20","HSE Dublin and Midlands","Number","159"
"HGO22C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","10","HSE Dublin and North East","Number","189"
"HGO22C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","30","HSE Dublin and South East","Number","138"
"HGO22C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","50","HSE Midwest","Number","66"
"HGO22C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","60","HSE West and North West","Number","126"
"HGO22C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","40","HSE South West","Number","120"
"HGO22C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","-","All HSE Regions","Number","165"
"HGO22C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","20","HSE Dublin and Midlands","Number","39"
"HGO22C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","10","HSE Dublin and North East","Number","33"
"HGO22C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","30","HSE Dublin and South East","Number","48"
"HGO22C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","50","HSE Midwest","Number","6"
"HGO22C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","60","HSE West and North West","Number","24"
"HGO22C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","40","HSE South West","Number","18"
"HGO22C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","-","All HSE Regions","Number","207"
"HGO22C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","20","HSE Dublin and Midlands","Number","48"
"HGO22C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","10","HSE Dublin and North East","Number","51"
"HGO22C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","30","HSE Dublin and South East","Number","42"
"HGO22C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","50","HSE Midwest","Number","12"
"HGO22C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","60","HSE West and North West","Number","27"
"HGO22C01","Number of Health Graduates","2018","2018","202","Medicine","20","Female","40","HSE South West","Number","27"
"HGO22C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","-","All HSE Regions","Number","372"
"HGO22C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","20","HSE Dublin and Midlands","Number","87"
"HGO22C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","10","HSE Dublin and North East","Number","84"
"HGO22C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","30","HSE Dublin and South East","Number","90"
"HGO22C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","50","HSE Midwest","Number","15"
"HGO22C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","60","HSE West and North West","Number","48"
"HGO22C01","Number of Health Graduates","2018","2018","202","Medicine","-","All genders","40","HSE South West","Number","45"
"HGO22C01","Number of Health Graduates","2018","2018","702","Social Care","10","Male","-","All HSE Regions","Number","120"
"HGO22C01","Number of Health Graduates","2018","2018","702","Social Care","10","Male","20","HSE Dublin and Midlands","Number","36"
"HGO22C01","Number of Health Graduates","2018","2018","702","Social Care","10","Male","10","HSE Dublin and North East","Number","12"
"HGO22C01","Number of Health Graduates","2018","2018","702","Social Care","10","Male","30","HSE Dublin and South East","Number","30"
"HGO22C01","Number of Health Graduates","2018","2018","702","Social Care","10","Male","50","HSE Midwest","Number","12"
"HGO22C01","Number of Health Graduates","2018","2018","702","Social Care","10","Male","60","HSE West and North West","Number","15"
"HGO22C01","Number of Health Graduates","2018","2018","702","Social Care","10","Male","40","HSE South West","Number","15"
"HGO22C01","Number of Health Graduates","2018","2018","702","Social Care","20","Female","-","All HSE Regions","Number","552"
"HGO22C01","Number of Health Graduates","2018","2018","702","Social Care","20","Female","20","HSE Dublin and Midlands","Number","132"
"HGO22C01","Number of Health Graduates","2018","2018","702","Social Care","20","Female","10","HSE Dublin and North East","Number","108"
"HGO22C01","Number of Health Graduates","2018","2018","702","Social Care","20","Female","30","HSE Dublin and South East","Number","117"
"HGO22C01","Number of Health Graduates","2018","2018","702","Social Care","20","Female","50","HSE Midwest","Number","69"
"HGO22C01","Number of Health Graduates","2018","2018","702","Social Care","20","Female","60","HSE West and North West","Number","69"
"HGO22C01","Number of Health Graduates","2018","2018","702","Social Care","20","Female","40","HSE South West","Number","57"
"HGO22C01","Number of Health Graduates","2018","2018","702","Social Care","-","All genders","-","All HSE Regions","Number","672"
"HGO22C01","Number of Health Graduates","2018","2018","702","Social Care","-","All genders","20","HSE Dublin and Midlands","Number","168"
"HGO22C01","Number of Health Graduates","2018","2018","702","Social Care","-","All genders","10","HSE Dublin and North East","Number","123"
"HGO22C01","Number of Health Graduates","2018","2018","702","Social Care","-","All genders","30","HSE Dublin and South East","Number","147"
"HGO22C01","Number of Health Graduates","2018","2018","702","Social Care","-","All genders","50","HSE Midwest","Number","81"
"HGO22C01","Number of Health Graduates","2018","2018","702","Social Care","-","All genders","60","HSE West and North West","Number","81"
"HGO22C01","Number of Health Graduates","2018","2018","702","Social Care","-","All genders","40","HSE South West","Number","72"
"HGO22C01","Number of Health Graduates","2019","2019","30","Nursing and Midwifery","10","Male","-","All HSE Regions","Number","69"
"HGO22C01","Number of Health Graduates","2019","2019","30","Nursing and Midwifery","10","Male","20","HSE Dublin and Midlands","Number","9"
"HGO22C01","Number of Health Graduates","2019","2019","30","Nursing and Midwifery","10","Male","10","HSE Dublin and North East","Number","18"
"HGO22C01","Number of Health Graduates","2019","2019","30","Nursing and Midwifery","10","Male","30","HSE Dublin and South East","Number","12"
"HGO22C01","Number of Health Graduates","2019","2019","30","Nursing and Midwifery","10","Male","50","HSE Midwest","Number","3"
"HGO22C01","Number of Health Graduates","2019","2019","30","Nursing and Midwifery","10","Male","60","HSE West and North West","Number","12"
"HGO22C01","Number of Health Graduates","2019","2019","30","Nursing and Midwifery","10","Male","40","HSE South West","Number","15"
"HGO22C01","Number of Health Graduates","2019","2019","30","Nursing and Midwifery","20","Female","-","All HSE Regions","Number","792"
"HGO22C01","Number of Health Graduates","2019","2019","30","Nursing and Midwifery","20","Female","20","HSE Dublin and Midlands","Number","171"
"HGO22C01","Number of Health Graduates","2019","2019","30","Nursing and Midwifery","20","Female","10","HSE Dublin and North East","Number","174"
"HGO22C01","Number of Health Graduates","2019","2019","30","Nursing and Midwifery","20","Female","30","HSE Dublin and South East","Number","138"
"HGO22C01","Number of Health Graduates","2019","2019","30","Nursing and Midwifery","20","Female","50","HSE Midwest","Number","90"
"HGO22C01","Number of Health Graduates","2019","2019","30","Nursing and Midwifery","20","Female","60","HSE West and North West","Number","108"
"HGO22C01","Number of Health Graduates","2019","2019","30","Nursing and Midwifery","20","Female","40","HSE South West","Number","108"
"HGO22C01","Number of Health Graduates","2019","2019","30","Nursing and Midwifery","-","All genders","-","All HSE Regions","Number","861"
"HGO22C01","Number of Health Graduates","2019","2019","30","Nursing and Midwifery","-","All genders","20","HSE Dublin and Midlands","Number","183"
"HGO22C01","Number of Health Graduates","2019","2019","30","Nursing and Midwifery","-","All genders","10","HSE Dublin and North East","Number","192"
"HGO22C01","Number of Health Graduates","2019","2019","30","Nursing and Midwifery","-","All genders","30","HSE Dublin and South East","Number","150"
"HGO22C01","Number of Health Graduates","2019","2019","30","Nursing and Midwifery","-","All genders","50","HSE Midwest","Number","93"
"HGO22C01","Number of Health Graduates","2019","2019","30","Nursing and Midwifery","-","All genders","60","HSE West and North West","Number","123"
"HGO22C01","Number of Health Graduates","2019","2019","30","Nursing and Midwifery","-","All genders","40","HSE South West","Number","123"
"HGO22C01","Number of Health Graduates","2019","2019","202","Medicine","10","Male","-","All HSE Regions","Number","120"
"HGO22C01","Number of Health Graduates","2019","2019","202","Medicine","10","Male","20","HSE Dublin and Midlands","Number","27"
"HGO22C01","Number of Health Graduates","2019","2019","202","Medicine","10","Male","10","HSE Dublin and North East","Number","24"
"HGO22C01","Number of Health Graduates","2019","2019","202","Medicine","10","Male","30","HSE Dublin and South East","Number","27"
"HGO22C01","Number of Health Graduates","2019","2019","202","Medicine","10","Male","50","HSE Midwest","Number","9"
"HGO22C01","Number of Health Graduates","2019","2019","202","Medicine","10","Male","60","HSE West and North West","Number","12"
"HGO22C01","Number of Health Graduates","2019","2019","202","Medicine","10","Male","40","HSE South West","Number","21"
"HGO22C01","Number of Health Graduates","2019","2019","202","Medicine","20","Female","-","All HSE Regions","Number","165"
"HGO22C01","Number of Health Graduates","2019","2019","202","Medicine","20","Female","20","HSE Dublin and Midlands","Number","36"
"HGO22C01","Number of Health Graduates","2019","2019","202","Medicine","20","Female","10","HSE Dublin and North East","Number","42"
"HGO22C01","Number of Health Graduates","2019","2019","202","Medicine","20","Female","30","HSE Dublin and South East","Number","33"
"HGO22C01","Number of Health Graduates","2019","2019","202","Medicine","20","Female","50","HSE Midwest","Number","9"
"HGO22C01","Number of Health Graduates","2019","2019","202","Medicine","20","Female","60","HSE West and North West","Number","27"
"HGO22C01","Number of Health Graduates","2019","2019","202","Medicine","20","Female","40","HSE South West","Number","18"
"HGO22C01","Number of Health Graduates","2019","2019","202","Medicine","-","All genders","-","All HSE Regions","Number","285"
"HGO22C01","Number of Health Graduates","2019","2019","202","Medicine","-","All genders","20","HSE Dublin and Midlands","Number","63"
"HGO22C01","Number of Health Graduates","2019","2019","202","Medicine","-","All genders","10","HSE Dublin and North East","Number","63"
"HGO22C01","Number of Health Graduates","2019","2019","202","Medicine","-","All genders","30","HSE Dublin and South East","Number","60"
"HGO22C01","Number of Health Graduates","2019","2019","202","Medicine","-","All genders","50","HSE Midwest","Number","18"
"HGO22C01","Number of Health Graduates","2019","2019","202","Medicine","-","All genders","60","HSE West and North West","Number","39"
"HGO22C01","Number of Health Graduates","2019","2019","202","Medicine","-","All genders","40","HSE South West","Number","42"
"HGO22C01","Number of Health Graduates","2019","2019","702","Social Care","10","Male","-","All HSE Regions","Number","138"
"HGO22C01","Number of Health Graduates","2019","2019","702","Social Care","10","Male","20","HSE Dublin and Midlands","Number","33"
"HGO22C01","Number of Health Graduates","2019","2019","702","Social Care","10","Male","10","HSE Dublin and North East","Number","21"
"HGO22C01","Number of Health Graduates","2019","2019","702","Social Care","10","Male","30","HSE Dublin and South East","Number","39"
"HGO22C01","Number of Health Graduates","2019","2019","702","Social Care","10","Male","50","HSE Midwest","Number","12"
"HGO22C01","Number of Health Graduates","2019","2019","702","Social Care","10","Male","60","HSE West and North West","Number","18"
"HGO22C01","Number of Health Graduates","2019","2019","702","Social Care","10","Male","40","HSE South West","Number","15"
"HGO22C01","Number of Health Graduates","2019","2019","702","Social Care","20","Female","-","All HSE Regions","Number","573"
"HGO22C01","Number of Health Graduates","2019","2019","702","Social Care","20","Female","20","HSE Dublin and Midlands","Number","141"
"HGO22C01","Number of Health Graduates","2019","2019","702","Social Care","20","Female","10","HSE Dublin and North East","Number","102"
"HGO22C01","Number of Health Graduates","2019","2019","702","Social Care","20","Female","30","HSE Dublin and South East","Number","126"
"HGO22C01","Number of Health Graduates","2019","2019","702","Social Care","20","Female","50","HSE Midwest","Number","66"
"HGO22C01","Number of Health Graduates","2019","2019","702","Social Care","20","Female","60","HSE West and North West","Number","81"
"HGO22C01","Number of Health Graduates","2019","2019","702","Social Care","20","Female","40","HSE South West","Number","54"
"HGO22C01","Number of Health Graduates","2019","2019","702","Social Care","-","All genders","-","All HSE Regions","Number","708"
"HGO22C01","Number of Health Graduates","2019","2019","702","Social Care","-","All genders","20","HSE Dublin and Midlands","Number","174"
"HGO22C01","Number of Health Graduates","2019","2019","702","Social Care","-","All genders","10","HSE Dublin and North East","Number","123"
"HGO22C01","Number of Health Graduates","2019","2019","702","Social Care","-","All genders","30","HSE Dublin and South East","Number","165"
"HGO22C01","Number of Health Graduates","2019","2019","702","Social Care","-","All genders","50","HSE Midwest","Number","78"
"HGO22C01","Number of Health Graduates","2019","2019","702","Social Care","-","All genders","60","HSE West and North West","Number","99"
"HGO22C01","Number of Health Graduates","2019","2019","702","Social Care","-","All genders","40","HSE South West","Number","69"
"HGO22C01","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","10","Male","-","All HSE Regions","Number","99"
"HGO22C01","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","10","Male","20","HSE Dublin and Midlands","Number","15"
"HGO22C01","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","10","Male","10","HSE Dublin and North East","Number","24"
"HGO22C01","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","10","Male","30","HSE Dublin and South East","Number","12"
"HGO22C01","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","10","Male","50","HSE Midwest","Number","6"
"HGO22C01","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","10","Male","60","HSE West and North West","Number","21"
"HGO22C01","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","10","Male","40","HSE South West","Number","21"
"HGO22C01","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","20","Female","-","All HSE Regions","Number","906"
"HGO22C01","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","20","Female","20","HSE Dublin and Midlands","Number","171"
"HGO22C01","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","20","Female","10","HSE Dublin and North East","Number","222"
"HGO22C01","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","20","Female","30","HSE Dublin and South East","Number","159"
"HGO22C01","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","20","Female","50","HSE Midwest","Number","69"
"HGO22C01","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","20","Female","60","HSE West and North West","Number","156"
"HGO22C01","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","20","Female","40","HSE South West","Number","129"
"HGO22C01","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","-","All genders","-","All HSE Regions","Number","1005"
"HGO22C01","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","-","All genders","20","HSE Dublin and Midlands","Number","186"
"HGO22C01","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","-","All genders","10","HSE Dublin and North East","Number","246"
"HGO22C01","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","-","All genders","30","HSE Dublin and South East","Number","171"
"HGO22C01","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","-","All genders","50","HSE Midwest","Number","75"
"HGO22C01","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","-","All genders","60","HSE West and North West","Number","177"
"HGO22C01","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","-","All genders","40","HSE South West","Number","150"
"HGO22C01","Number of Health Graduates","2020","2020","202","Medicine","10","Male","-","All HSE Regions","Number","126"
"HGO22C01","Number of Health Graduates","2020","2020","202","Medicine","10","Male","20","HSE Dublin and Midlands","Number","21"
"HGO22C01","Number of Health Graduates","2020","2020","202","Medicine","10","Male","10","HSE Dublin and North East","Number","33"
"HGO22C01","Number of Health Graduates","2020","2020","202","Medicine","10","Male","30","HSE Dublin and South East","Number","24"
"HGO22C01","Number of Health Graduates","2020","2020","202","Medicine","10","Male","50","HSE Midwest","Number","9"
"HGO22C01","Number of Health Graduates","2020","2020","202","Medicine","10","Male","60","HSE West and North West","Number","18"
"HGO22C01","Number of Health Graduates","2020","2020","202","Medicine","10","Male","40","HSE South West","Number","21"
"HGO22C01","Number of Health Graduates","2020","2020","202","Medicine","20","Female","-","All HSE Regions","Number","141"
"HGO22C01","Number of Health Graduates","2020","2020","202","Medicine","20","Female","20","HSE Dublin and Midlands","Number","30"
"HGO22C01","Number of Health Graduates","2020","2020","202","Medicine","20","Female","10","HSE Dublin and North East","Number","27"
"HGO22C01","Number of Health Graduates","2020","2020","202","Medicine","20","Female","30","HSE Dublin and South East","Number","36"
"HGO22C01","Number of Health Graduates","2020","2020","202","Medicine","20","Female","50","HSE Midwest","Number","9"
"HGO22C01","Number of Health Graduates","2020","2020","202","Medicine","20","Female","60","HSE West and North West","Number","21"
"HGO22C01","Number of Health Graduates","2020","2020","202","Medicine","20","Female","40","HSE South West","Number","18"
"HGO22C01","Number of Health Graduates","2020","2020","202","Medicine","-","All genders","-","All HSE Regions","Number","267"
"HGO22C01","Number of Health Graduates","2020","2020","202","Medicine","-","All genders","20","HSE Dublin and Midlands","Number","51"
"HGO22C01","Number of Health Graduates","2020","2020","202","Medicine","-","All genders","10","HSE Dublin and North East","Number","60"
"HGO22C01","Number of Health Graduates","2020","2020","202","Medicine","-","All genders","30","HSE Dublin and South East","Number","60"
"HGO22C01","Number of Health Graduates","2020","2020","202","Medicine","-","All genders","50","HSE Midwest","Number","18"
"HGO22C01","Number of Health Graduates","2020","2020","202","Medicine","-","All genders","60","HSE West and North West","Number","39"
"HGO22C01","Number of Health Graduates","2020","2020","202","Medicine","-","All genders","40","HSE South West","Number","36"
"HGO22C01","Number of Health Graduates","2020","2020","702","Social Care","10","Male","-","All HSE Regions","Number","150"
"HGO22C01","Number of Health Graduates","2020","2020","702","Social Care","10","Male","20","HSE Dublin and Midlands","Number","39"
"HGO22C01","Number of Health Graduates","2020","2020","702","Social Care","10","Male","10","HSE Dublin and North East","Number","27"
"HGO22C01","Number of Health Graduates","2020","2020","702","Social Care","10","Male","30","HSE Dublin and South East","Number","36"
"HGO22C01","Number of Health Graduates","2020","2020","702","Social Care","10","Male","50","HSE Midwest","Number","12"
"HGO22C01","Number of Health Graduates","2020","2020","702","Social Care","10","Male","60","HSE West and North West","Number","18"
"HGO22C01","Number of Health Graduates","2020","2020","702","Social Care","10","Male","40","HSE South West","Number","15"
"HGO22C01","Number of Health Graduates","2020","2020","702","Social Care","20","Female","-","All HSE Regions","Number","561"
"HGO22C01","Number of Health Graduates","2020","2020","702","Social Care","20","Female","20","HSE Dublin and Midlands","Number","108"
"HGO22C01","Number of Health Graduates","2020","2020","702","Social Care","20","Female","10","HSE Dublin and North East","Number","114"
"HGO22C01","Number of Health Graduates","2020","2020","702","Social Care","20","Female","30","HSE Dublin and South East","Number","138"
"HGO22C01","Number of Health Graduates","2020","2020","702","Social Care","20","Female","50","HSE Midwest","Number","75"
"HGO22C01","Number of Health Graduates","2020","2020","702","Social Care","20","Female","60","HSE West and North West","Number","72"
"HGO22C01","Number of Health Graduates","2020","2020","702","Social Care","20","Female","40","HSE South West","Number","54"
"HGO22C01","Number of Health Graduates","2020","2020","702","Social Care","-","All genders","-","All HSE Regions","Number","711"
"HGO22C01","Number of Health Graduates","2020","2020","702","Social Care","-","All genders","20","HSE Dublin and Midlands","Number","144"
"HGO22C01","Number of Health Graduates","2020","2020","702","Social Care","-","All genders","10","HSE Dublin and North East","Number","141"
"HGO22C01","Number of Health Graduates","2020","2020","702","Social Care","-","All genders","30","HSE Dublin and South East","Number","174"
"HGO22C01","Number of Health Graduates","2020","2020","702","Social Care","-","All genders","50","HSE Midwest","Number","90"
"HGO22C01","Number of Health Graduates","2020","2020","702","Social Care","-","All genders","60","HSE West and North West","Number","93"
"HGO22C01","Number of Health Graduates","2020","2020","702","Social Care","-","All genders","40","HSE South West","Number","69"
"HGO22C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","-","All HSE Regions","Number","99"
"HGO22C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","20","HSE Dublin and Midlands","Number","21"
"HGO22C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","10","HSE Dublin and North East","Number","21"
"HGO22C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","30","HSE Dublin and South East","Number","18"
"HGO22C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","50","HSE Midwest","Number","3"
"HGO22C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","60","HSE West and North West","Number","18"
"HGO22C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","40","HSE South West","Number","15"
"HGO22C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","-","All HSE Regions","Number","1116"
"HGO22C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","20","HSE Dublin and Midlands","Number","234"
"HGO22C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","10","HSE Dublin and North East","Number","258"
"HGO22C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","30","HSE Dublin and South East","Number","195"
"HGO22C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","50","HSE Midwest","Number","93"
"HGO22C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","60","HSE West and North West","Number","177"
"HGO22C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","40","HSE South West","Number","162"
"HGO22C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","-","All HSE Regions","Number","1215"
"HGO22C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","20","HSE Dublin and Midlands","Number","255"
"HGO22C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","10","HSE Dublin and North East","Number","279"
"HGO22C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","30","HSE Dublin and South East","Number","213"
"HGO22C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","50","HSE Midwest","Number","96"
"HGO22C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","60","HSE West and North West","Number","195"
"HGO22C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","40","HSE South West","Number","177"
"HGO22C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","-","All HSE Regions","Number","240"
"HGO22C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","20","HSE Dublin and Midlands","Number","39"
"HGO22C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","10","HSE Dublin and North East","Number","57"
"HGO22C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","30","HSE Dublin and South East","Number","57"
"HGO22C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","50","HSE Midwest","Number","12"
"HGO22C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","60","HSE West and North West","Number","42"
"HGO22C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","40","HSE South West","Number","33"
"HGO22C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","-","All HSE Regions","Number","297"
"HGO22C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","20","HSE Dublin and Midlands","Number","60"
"HGO22C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","10","HSE Dublin and North East","Number","75"
"HGO22C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","30","HSE Dublin and South East","Number","51"
"HGO22C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","50","HSE Midwest","Number","21"
"HGO22C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","60","HSE West and North West","Number","42"
"HGO22C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","40","HSE South West","Number","48"
"HGO22C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","-","All HSE Regions","Number","537"
"HGO22C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","20","HSE Dublin and Midlands","Number","99"
"HGO22C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","10","HSE Dublin and North East","Number","132"
"HGO22C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","30","HSE Dublin and South East","Number","108"
"HGO22C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","50","HSE Midwest","Number","33"
"HGO22C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","60","HSE West and North West","Number","81"
"HGO22C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","40","HSE South West","Number","84"
"HGO22C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","-","All HSE Regions","Number","159"
"HGO22C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","20","HSE Dublin and Midlands","Number","45"
"HGO22C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","10","HSE Dublin and North East","Number","27"
"HGO22C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","30","HSE Dublin and South East","Number","45"
"HGO22C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","50","HSE Midwest","Number","15"
"HGO22C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","60","HSE West and North West","Number","12"
"HGO22C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","40","HSE South West","Number","15"
"HGO22C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","-","All HSE Regions","Number","741"
"HGO22C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","20","HSE Dublin and Midlands","Number","189"
"HGO22C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","10","HSE Dublin and North East","Number","135"
"HGO22C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","30","HSE Dublin and South East","Number","159"
"HGO22C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","50","HSE Midwest","Number","72"
"HGO22C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","60","HSE West and North West","Number","123"
