"STATISTIC","Statistic Label","TLIST(A1)","Graduation Year","C04477V05260","Field of Study","C03919V04671","Gender","C03433V04141","Years since Graduation","C02511V03040","Private or Public Sector","UNIT","VALUE"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","10","Male","04","4","-","All sectors","Number","141"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","10","Male","04","4","01","Private sector","Number","96"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","10","Male","04","4","02","Public sector","Number","45"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","10","Male","05","5","-","All sectors","Number","144"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","10","Male","05","5","01","Private sector","Number","90"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","10","Male","05","5","02","Public sector","Number","54"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","10","Male","06","6","-","All sectors","Number","138"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","10","Male","06","6","01","Private sector","Number","81"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","10","Male","06","6","02","Public sector","Number","57"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","10","Male","07","7","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","10","Male","07","7","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","10","Male","07","7","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","10","Male","08","8","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","10","Male","08","8","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","10","Male","08","8","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","10","Male","09","9","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","10","Male","09","9","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","10","Male","09","9","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","10","Male","10","10","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","10","Male","10","10","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","10","Male","10","10","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","10","Male","11","11","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","10","Male","11","11","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","10","Male","11","11","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","10","Male","12","12","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","10","Male","12","12","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","10","Male","12","12","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","10","Male","13","13","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","10","Male","13","13","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","10","Male","13","13","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","01","1","-","All sectors","Number","702"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","01","1","01","Private sector","Number","558"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","01","1","02","Public sector","Number","144"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","02","2","-","All sectors","Number","678"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","02","2","01","Private sector","Number","504"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","02","2","02","Public sector","Number","174"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","03","3","-","All sectors","Number","657"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","03","3","01","Private sector","Number","450"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","03","3","02","Public sector","Number","207"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","04","4","-","All sectors","Number","663"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","04","4","01","Private sector","Number","432"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","04","4","02","Public sector","Number","231"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","05","5","-","All sectors","Number","669"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","05","5","01","Private sector","Number","426"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","05","5","02","Public sector","Number","243"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","06","6","-","All sectors","Number","666"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","06","6","01","Private sector","Number","399"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","06","6","02","Public sector","Number","267"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","07","7","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","07","7","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","07","7","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","08","8","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","08","8","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","08","8","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","09","9","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","09","9","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","09","9","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","10","10","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","10","10","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","10","10","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","11","11","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","11","11","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","11","11","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","12","12","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","12","12","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","12","12","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","13","13","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","13","13","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","20","Female","13","13","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","01","1","-","All sectors","Number","852"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","01","1","01","Private sector","Number","672"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","01","1","02","Public sector","Number","180"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","02","2","-","All sectors","Number","825"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","02","2","01","Private sector","Number","612"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","02","2","02","Public sector","Number","213"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","03","3","-","All sectors","Number","801"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","03","3","01","Private sector","Number","549"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","03","3","02","Public sector","Number","252"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","04","4","-","All sectors","Number","804"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","04","4","01","Private sector","Number","528"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","04","4","02","Public sector","Number","276"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","05","5","-","All sectors","Number","813"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","05","5","01","Private sector","Number","516"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","05","5","02","Public sector","Number","297"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","06","6","-","All sectors","Number","804"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","06","6","01","Private sector","Number","477"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","06","6","02","Public sector","Number","327"
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","07","7","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","07","7","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","07","7","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","08","8","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","08","8","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","08","8","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","09","9","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","09","9","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","09","9","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","10","10","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","10","10","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","10","10","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","11","11","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","11","11","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","11","11","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","12","12","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","12","12","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","12","12","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","13","13","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","13","13","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2017","2017","702","Social Care","-","All genders","13","13","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","01","1","-","All sectors","Number","96"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","01","1","01","Private sector","Number","21"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","01","1","02","Public sector","Number","75"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","02","2","-","All sectors","Number","93"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","02","2","01","Private sector","Number","24"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","02","2","02","Public sector","Number","69"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","03","3","-","All sectors","Number","93"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","03","3","01","Private sector","Number","21"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","03","3","02","Public sector","Number","72"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","04","4","-","All sectors","Number","87"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","04","4","01","Private sector","Number","21"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","04","4","02","Public sector","Number","66"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","05","5","-","All sectors","Number","81"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","05","5","01","Private sector","Number","21"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","05","5","02","Public sector","Number","60"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","06","6","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","06","6","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","06","6","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","07","7","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","07","7","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","07","7","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","08","8","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","08","8","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","08","8","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","09","9","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","09","9","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","09","9","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","10","10","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","10","10","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","10","10","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","11","11","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","11","11","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","11","11","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","12","12","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","12","12","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","12","12","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","13","13","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","13","13","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","10","Male","13","13","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","01","1","-","All sectors","Number","1104"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","01","1","01","Private sector","Number","174"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","01","1","02","Public sector","Number","930"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","02","2","-","All sectors","Number","954"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","02","2","01","Private sector","Number","186"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","02","2","02","Public sector","Number","768"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","03","3","-","All sectors","Number","996"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","03","3","01","Private sector","Number","216"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","03","3","02","Public sector","Number","777"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","04","4","-","All sectors","Number","909"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","04","4","01","Private sector","Number","276"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","04","4","02","Public sector","Number","636"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","05","5","-","All sectors","Number","849"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","05","5","01","Private sector","Number","267"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","05","5","02","Public sector","Number","582"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","06","6","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","06","6","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","06","6","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","07","7","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","07","7","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","07","7","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","08","8","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","08","8","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","08","8","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","09","9","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","09","9","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","09","9","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","10","10","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","10","10","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","10","10","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","11","11","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","11","11","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","11","11","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","12","12","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","12","12","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","12","12","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","13","13","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","13","13","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","20","Female","13","13","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","01","1","-","All sectors","Number","1200"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","01","1","01","Private sector","Number","195"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","01","1","02","Public sector","Number","1005"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","02","2","-","All sectors","Number","1047"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","02","2","01","Private sector","Number","210"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","02","2","02","Public sector","Number","837"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","03","3","-","All sectors","Number","1086"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","03","3","01","Private sector","Number","237"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","03","3","02","Public sector","Number","849"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","04","4","-","All sectors","Number","996"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","04","4","01","Private sector","Number","297"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","04","4","02","Public sector","Number","699"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","05","5","-","All sectors","Number","930"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","05","5","01","Private sector","Number","288"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","05","5","02","Public sector","Number","642"
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","06","6","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","06","6","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","06","6","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","07","7","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","07","7","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","07","7","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","08","8","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","08","8","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","08","8","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","09","9","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","09","9","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","09","9","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","10","10","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","10","10","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","10","10","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","11","11","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","11","11","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","11","11","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","12","12","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","12","12","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","12","12","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","13","13","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","13","13","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","30","Nursing and Midwifery","-","All genders","13","13","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","01","1","-","All sectors","Number","291"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","01","1","01","Private sector","Number","6"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","01","1","02","Public sector","Number","282"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","02","2","-","All sectors","Number","189"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","02","2","01","Private sector","Number","21"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","02","2","02","Public sector","Number","168"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","03","3","-","All sectors","Number","198"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","03","3","01","Private sector","Number","18"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","03","3","02","Public sector","Number","180"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","04","4","-","All sectors","Number","225"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","04","4","01","Private sector","Number","21"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","04","4","02","Public sector","Number","204"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","05","5","-","All sectors","Number","222"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","05","5","01","Private sector","Number","15"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","05","5","02","Public sector","Number","207"
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","06","6","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","06","6","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","06","6","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","07","7","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","07","7","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","07","7","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","08","8","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","08","8","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","08","8","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2018","2018","202","Medicine","10","Male","09","9","-","All sectors","Number",""
