"STATISTIC","Statistic Label","TLIST(A1)","Graduation Year","C04477V05260","Field of Study","C03919V04671","Gender","C03433V04141","Years since Graduation","UNIT","VALUE"
"HGO20C01","Median Weekly Earnings of Health Graduates","2020","2020","702","Social Care","20","Female","02","2","Euro","663"
"HGO20C01","Median Weekly Earnings of Health Graduates","2020","2020","702","Social Care","20","Female","03","3","Euro","712"
"HGO20C01","Median Weekly Earnings of Health Graduates","2020","2020","702","Social Care","20","Female","04","4","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2020","2020","702","Social Care","20","Female","05","5","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2020","2020","702","Social Care","20","Female","06","6","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2020","2020","702","Social Care","20","Female","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2020","2020","702","Social Care","20","Female","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2020","2020","702","Social Care","20","Female","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2020","2020","702","Social Care","20","Female","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2020","2020","702","Social Care","20","Female","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2020","2020","702","Social Care","20","Female","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2020","2020","702","Social Care","20","Female","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2020","2020","702","Social Care","-","All genders","01","1","Euro","639"
"HGO20C01","Median Weekly Earnings of Health Graduates","2020","2020","702","Social Care","-","All genders","02","2","Euro","678"
"HGO20C01","Median Weekly Earnings of Health Graduates","2020","2020","702","Social Care","-","All genders","03","3","Euro","729"
"HGO20C01","Median Weekly Earnings of Health Graduates","2020","2020","702","Social Care","-","All genders","04","4","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2020","2020","702","Social Care","-","All genders","05","5","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2020","2020","702","Social Care","-","All genders","06","6","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2020","2020","702","Social Care","-","All genders","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2020","2020","702","Social Care","-","All genders","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2020","2020","702","Social Care","-","All genders","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2020","2020","702","Social Care","-","All genders","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2020","2020","702","Social Care","-","All genders","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2020","2020","702","Social Care","-","All genders","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2020","2020","702","Social Care","-","All genders","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","01","1","Euro","898"
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","02","2","Euro","975"
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","03","3","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","04","4","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","05","5","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","06","6","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","01","1","Euro","853"
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","02","2","Euro","942"
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","03","3","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","04","4","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","05","5","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","06","6","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","01","1","Euro","855"
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","02","2","Euro","945"
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","03","3","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","04","4","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","05","5","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","06","6","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","10","Male","01","1","Euro","1256"
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","10","Male","02","2","Euro","1490"
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","10","Male","03","3","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","10","Male","04","4","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","10","Male","05","5","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","10","Male","06","6","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","10","Male","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","10","Male","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","10","Male","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","10","Male","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","10","Male","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","10","Male","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","10","Male","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","20","Female","01","1","Euro","1224"
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","20","Female","02","2","Euro","1433"
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","20","Female","03","3","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","20","Female","04","4","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","20","Female","05","5","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","20","Female","06","6","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","20","Female","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","20","Female","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","20","Female","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","20","Female","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","20","Female","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","20","Female","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","20","Female","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","-","All genders","01","1","Euro","1241"
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","-","All genders","02","2","Euro","1464"
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","-","All genders","03","3","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","-","All genders","04","4","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","-","All genders","05","5","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","-","All genders","06","6","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","-","All genders","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","-","All genders","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","-","All genders","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","-","All genders","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","-","All genders","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","-","All genders","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","202","Medicine","-","All genders","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","10","Male","01","1","Euro","718"
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","10","Male","02","2","Euro","752"
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","10","Male","03","3","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","10","Male","04","4","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","10","Male","05","5","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","10","Male","06","6","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","10","Male","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","10","Male","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","10","Male","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","10","Male","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","10","Male","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","10","Male","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","10","Male","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","20","Female","01","1","Euro","647"
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","20","Female","02","2","Euro","701"
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","20","Female","03","3","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","20","Female","04","4","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","20","Female","05","5","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","20","Female","06","6","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","20","Female","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","20","Female","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","20","Female","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","20","Female","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","20","Female","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","20","Female","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","20","Female","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","-","All genders","01","1","Euro","660"
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","-","All genders","02","2","Euro","709"
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","-","All genders","03","3","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","-","All genders","04","4","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","-","All genders","05","5","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","-","All genders","06","6","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","-","All genders","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","-","All genders","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","-","All genders","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","-","All genders","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","-","All genders","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","-","All genders","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2021","2021","702","Social Care","-","All genders","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","01","1","Euro","958"
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","02","2","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","03","3","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","04","4","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","05","5","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","06","6","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","10","Male","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","20","Female","01","1","Euro","892"
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","20","Female","02","2","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","20","Female","03","3","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","20","Female","04","4","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","20","Female","05","5","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","20","Female","06","6","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","20","Female","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","20","Female","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","20","Female","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","20","Female","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","20","Female","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","20","Female","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","20","Female","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","-","All genders","01","1","Euro","894"
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","-","All genders","02","2","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","-","All genders","03","3","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","-","All genders","04","4","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","-","All genders","05","5","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","-","All genders","06","6","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","-","All genders","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","-","All genders","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","-","All genders","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","-","All genders","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","-","All genders","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","-","All genders","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","30","Nursing and Midwifery","-","All genders","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","10","Male","01","1","Euro","1359"
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","10","Male","02","2","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","10","Male","03","3","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","10","Male","04","4","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","10","Male","05","5","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","10","Male","06","6","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","10","Male","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","10","Male","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","10","Male","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","10","Male","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","10","Male","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","10","Male","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","10","Male","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","20","Female","01","1","Euro","1344"
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","20","Female","02","2","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","20","Female","03","3","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","20","Female","04","4","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","20","Female","05","5","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","20","Female","06","6","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","20","Female","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","20","Female","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","20","Female","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","20","Female","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","20","Female","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","20","Female","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","20","Female","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","-","All genders","01","1","Euro","1354"
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","-","All genders","02","2","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","-","All genders","03","3","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","-","All genders","04","4","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","-","All genders","05","5","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","-","All genders","06","6","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","-","All genders","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","-","All genders","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","-","All genders","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","-","All genders","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","-","All genders","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","-","All genders","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","202","Medicine","-","All genders","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","702","Social Care","10","Male","01","1","Euro","726"
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","702","Social Care","10","Male","02","2","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","702","Social Care","10","Male","03","3","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","702","Social Care","10","Male","04","4","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","702","Social Care","10","Male","05","5","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","702","Social Care","10","Male","06","6","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","702","Social Care","10","Male","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","702","Social Care","10","Male","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","702","Social Care","10","Male","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","702","Social Care","10","Male","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","702","Social Care","10","Male","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","702","Social Care","10","Male","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","702","Social Care","10","Male","13","13","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","702","Social Care","20","Female","01","1","Euro","653"
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","702","Social Care","20","Female","02","2","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","702","Social Care","20","Female","03","3","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","702","Social Care","20","Female","04","4","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","702","Social Care","20","Female","05","5","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","702","Social Care","20","Female","06","6","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","702","Social Care","20","Female","07","7","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","702","Social Care","20","Female","08","8","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","702","Social Care","20","Female","09","9","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","702","Social Care","20","Female","10","10","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","702","Social Care","20","Female","11","11","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","702","Social Care","20","Female","12","12","Euro",""
"HGO20C01","Median Weekly Earnings of Health Graduates","2022","2022","702","Social Care","20","Female","13","13","Euro",""
